,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
689,Dortmund,DE,51.5167,7.45,37.63,82,100,14.97,overcast clouds
690,Sept-Iles,CA,50.2001,-66.3821,22.05,78,100,3.0,overcast clouds
691,Kassala,SD,15.451,36.4,78.1,58,0,6.69,clear sky
692,Calvinia,ZA,-31.4707,19.776,48.11,75,93,8.32,overcast clouds
693,Mingaora,PK,34.7758,72.3625,61.0,30,100,2.04,overcast clouds
694,Uruzgan,AF,32.8333,66.0,50.86,53,0,4.36,clear sky
695,Kangaba,ML,11.9333,-8.4167,68.02,28,100,3.44,overcast clouds
696,Francisco Sa,BR,-16.4758,-43.4883,67.8,82,50,8.86,scattered clouds
697,Faxinal,BR,-24.0003,-51.3194,54.45,81,0,5.3,clear sky
698,Hobyo,SO,5.3505,48.5268,82.26,68,16,7.18,few clouds
